574, 425, 560, 309
560, 372, 561, 307
560, 377, 562, 308
560, 372, 560, 303
578, 423, 556, 322
581, 431, 555, 328
557, 357, 560, 303
556, 363, 561, 311
571, 416, 554, 319
577, 437, 551, 327
545, 360, 559, 304
541, 355, 558, 306
558, 413, 552, 320
564, 439, 547, 327
518, 348, 554, 301
516, 357, 553, 303
512, 346, 552, 306
544, 424, 545, 322
545, 422, 545, 327
507, 340, 551, 301
502, 342, 549, 298
536, 428, 544, 321
538, 430, 541, 322
488, 351, 547, 296
483, 349, 546, 299
505, 402, 539, 314
518, 436, 536, 318
459, 348, 539, 297
454, 343, 535, 293
452, 345, 535, 297
495, 409, 529, 314
483, 408, 527, 311
427, 348, 529, 299
422, 340, 524, 297
413, 346, 523, 301
469, 421, 518, 323
404, 339, 518, 300
404, 347, 519, 305
396, 346, 517, 307
452, 411, 510, 325
391, 340, 513, 312
378, 342, 510, 308
379, 335, 510, 308
370, 335, 509, 312
430, 406, 503, 329
372, 331, 506, 315
370, 328, 507, 317
403, 367, 505, 318
450, 417, 509, 344
371, 314, 514, 323
365, 301, 511, 324
366, 298, 513, 327
440, 406, 512, 351
371, 321, 518, 345
363, 324, 515, 349
359, 320, 515, 350
426, 394, 518, 375
385, 388, 519, 380
366, 323, 521, 371
369, 333, 525, 369
415, 387, 521, 387
443, 420, 522, 406
363, 347, 531, 397
4, 345, 531, 413
127, 399, 531, 419
125, 413, 531, 429
376, 360, 535, 423
373, 364, 537, 424
4, 349, 539, 427
4, 378, 545, 434
4, 381, 546, 436
5, 377, 545, 435
4, 384, 548, 436
120, 432, 543, 447
161, 446, 543, 446
4, 401, 558, 443
5, 400, 561, 448
132, 455, 557, 454
191, 476, 557, 452
4, 415, 569, 445
7, 421, 572, 446
374, 409, 575, 443
449, 470, 568, 445
378, 440, 580, 452
478, 421, 580, 450
480, 420, 580, 452
512, 462, 571, 457
485, 422, 581, 448
499, 444, 584, 464
509, 453, 587, 469
503, 460, 586, 473
532, 514, 573, 482
512, 461, 586, 488
512, 469, 585, 491
534, 494, 577, 497
546, 514, 572, 496
513, 475, 584, 498
508, 464, 581, 493
504, 463, 579, 494
544, 523, 568, 498
505, 473, 578, 506
500, 491, 575, 508
499, 475, 575, 510
498, 482, 573, 511
536, 525, 562, 516
497, 492, 571, 522
494, 489, 567, 523
493, 488, 564, 526
531, 531, 553, 519
491, 487, 560, 528
492, 481, 560, 528
490, 495, 557, 528
528, 540, 546, 525
487, 498, 553, 532
484, 502, 551, 529
482, 508, 549, 534
511, 537, 541, 530
515, 545, 538, 531
484, 501, 545, 539
483, 510, 544, 540
476, 505, 544, 539
511, 529, 539, 534
476, 510, 544, 539
477, 498, 543, 539
478, 501, 543, 538
509, 532, 536, 534
479, 520, 541, 537
477, 509, 540, 536
500, 513, 531, 533
503, 520, 533, 533
501, 548, 527, 527
502, 519, 530, 531
505, 509, 531, 530
504, 514, 530, 525
536, 549, 525, 524
508, 532, 527, 520
506, 539, 526, 523
509, 540, 527, 523
510, 540, 528, 523
512, 540, 531, 519
516, 540, 534, 520
516, 540, 535, 521
518, 543, 535, 521
518, 553, 532, 517
517, 543, 536, 520
519, 544, 538, 519
519, 543, 538, 519
517, 543, 538, 518
518, 543, 539, 518
516, 543, 539, 517
516, 542, 539, 518
517, 541, 539, 518
514, 540, 539, 517
515, 540, 540, 518
514, 539, 540, 518
513, 538, 539, 516
513, 538, 540, 517
512, 537, 540, 516
512, 536, 540, 516
513, 537, 540, 516
512, 537, 540, 514
513, 537, 540, 515
512, 537, 540, 516
511, 537, 540, 515
513, 538, 540, 515
513, 538, 540, 515
511, 537, 540, 513
512, 538, 541, 517
511, 538, 540, 517
510, 538, 540, 517
510, 538, 540, 517
507, 537, 540, 517
508, 538, 540, 517
508, 538, 540, 517
506, 537, 540, 516
505, 538, 540, 517
500, 538, 540, 517
500, 538, 540, 516
506, 538, 540, 517
509, 537, 540, 517
511, 537, 541, 517
513, 538, 540, 517
512, 537, 540, 516
514, 537, 541, 517
514, 537, 541, 516
515, 537, 540, 516
516, 554, 534, 517
515, 536, 540, 516
517, 536, 541, 516
518, 536, 541, 516
517, 535, 540, 515
518, 536, 542, 515
518, 536, 542, 515
519, 536, 541, 514
520, 536, 542, 515
520, 535, 542, 514
521, 535, 542, 513
521, 535, 542, 514
521, 535, 542, 512
522, 535, 542, 512
522, 538, 543, 511
523, 541, 543, 510
526, 546, 544, 515
546, 546, 544, 516
526, 546, 544, 515
527, 546, 544, 516
526, 546, 544, 515
527, 546, 544, 516
527, 546, 544, 516
526, 545, 543, 515
527, 547, 544, 516
527, 546, 544, 516
